title,story,num_episodes,show_start,series_type,genres,picture
Akuyaku Reijou nanode Last Boss wo Kattemimashita,نظرًا لكونها مريضة بشكل حاد، فقد أمضت فتاة معظم حياتها في غرفة المستشفى تلعب ألعاب أوتومي (ألعاب المواعدة للفتيات) لملء وقتها. ولكن، تجد نفسها ذات يوم في وسط مشهد من إحدى هذه الألعاب كشخصية القصة، “ايرين لورين داتريش”. في مأدبة الاحتفال بنهاية فصل الشتاء في الأكاديمية، “سيدريك جين ايلمير”، ولي العهد وصديق طفولة “ايرين”، ألغى علانية خطوبته مع “ايرين” وأعلن أنه يحب “ليليا رينوورث”، بطلة اللعبة. وإدراكًا منها للمستقبل المأساوي الذي ينتظرها وتصميمها على تغييره، قررت الفتاة التغلب على زعيم اللعبة الأخير، “كلود جين ايلمير”، وهو “ملك الشياطين” والأخ غير الشقيق لـ“سيدريك”، بجعله يقع في حبها. الوقت ينفد منها، هل يمكن أن تنجح “ايرين” في خططها، أم ستظل ملتزمة بالنهاية المشؤومة التي تنتظرها؟,,2022.0,TV,"كوميدي, فنتازيا, رومانسي, شوجو",https://animeslayer.space/wp-content/uploads/2022/09/Ashampoo_Snap_2022.09.24_22h57m29s_005_.webp
Aldnoah.Zero,تدور ملامح القصة حول الحرب الدائرة ما بين ما بين سكان كوكب الأرض و المريخ، القصة تتلمس تأثير هذه الحرب على الحكومات و الناس. الحرب قادمة… عندما تصطدم قوة بأخرى بواسطة القدرة العسكرية، تبدأ في قتل بعضها البعض، البشرية أنقسمت إلى فصيلتين من المستحيل أن تجتمع معا، و في هذا الوقت تحتفل البشرية بسلام زائف لن يدوم لفترة طويلة، بسبب الذين يضعون في عقولهم ندوب الحرب التي حملوها من أجدادهم، هؤلاء لا يعرفوا أن عالمهم على شفى حفرة من الدمار. شرارة واحدة يمكنها فعل ذلك. الأستعدادات مستمرة كما هي. وقتها سنرى نهاية هذا السلام الزائف. و لكن، هناك رجال يدركون أن هذه الحرب لا مفر منها، و أغلبهم قريبين من الجيش، على الرغم من ذلك، يدرك هؤلاء الرجال أنه لا سبيل لتصحيح هذا الوضع، لذلك هم في قمة اليأس، و كان لي أتصالات في صفوف الجيش، الرجال هناك في بئس و تعاسة بسبب معرفتهم أن الحرب قادمة لا محالة، و في ذلك الوقت، في مدينة Shinawara لم ألمس هذا الشعور ما بين سكانها، صحيح أن في مخيلتهم يعرفون قدوم الحرب، و لكن لا يوجد أي حل لذلك سوى العيش حياة طبيعية و كأن شيء لم يحصل، هذا ما يمكنني قوله حول الموضوع، من الواضح أن البشرية أعتادت العيش في ظل هذا السلام الزائف. البشرية لا تذهب للحرب لأنها تعرف أحساس العدالة الموجود في قواتها، و أيضا، هم لا يعلنون عن الحروب لأنهم على معرفة على انتصارهم فيها، السبب وراء ذهاب الرجال للحرب بسيط، الحرب موجودة بسبب وجود رجال على أستعداد لشنها. نحن بحاجة لسبب واحد. لذلك السبب، خطتنا تسير كما هي. ليس هناك خيار للتراجع. دعني أقولها مرة أخرى. الحرب قادمة… الأسماء البديلة :AZ الاسم باليابانية :アルドノア・ゼロ الاسم بالإنجليزية :Aldnoah.Zero الاسم بالعربية :الدنواه صفر,12.0,2014.0,TV,"أكشن, ميكا, خيال علمي",https://animeslayer.space/wp-content/uploads/2021/01/8-10.jpg
Aldnoah.Zero 2nd Season,تكمله للاحداث الموسم الاول حيث تدور ملامح القصة حول الحرب الدائرة ما بين ما بين سكان كوكب الأرض و المريخ، القصة تتلمس تأثير هذه الحرب على الحكومات و الناس. الحرب قادمة… عندما تصطدم قوة بأخرى بواسطة القدرة العسكرية، تبدأ في قتل بعضها البعض، البشرية أنقسمت إلى فصيلتين من المستحيل أن تجتمع معا، و في هذا الوقت تحتفل البشرية بسلام زائف لن يدوم لفترة طويلة، بسبب الذين يضعون في عقولهم ندوب الحرب التي حملوها من أجدادهم، هؤلاء لا يعرفوا أن عالمهم على شفى حفرة من الدمار. شرارة واحدة يمكنها فعل ذلك. الأستعدادات مستمرة كما هي. وقتها سنرى نهاية هذا السلام الزائف. و لكن، هناك رجال يدركون أن هذه الحرب لا مفر منها، و أغلبهم قريبين من الجيش، على الرغم من ذلك، يدرك هؤلاء الرجال أنه لا سبيل لتصحيح هذا الوضع، لذلك هم في قمة اليأس، و كان لي أتصالات في صفوف الجيش، الرجال هناك في بئس و تعاسة بسبب معرفتهم أن الحرب قادمة لا محالة، و في ذلك الوقت، في مدينة Shinawara لم ألمس هذا الشعور ما بين سكانها، صحيح أن في مخيلتهم يعرفون قدوم الحرب، و لكن لا يوجد أي حل لذلك سوى العيش حياة طبيعية و كأن شيء لم يحصل، هذا ما يمكنني قوله حول الموضوع، من الواضح أن البشرية أعتادت العيش في ظل هذا السلام الزائف. البشرية لا تذهب للحرب لأنها تعرف أحساس العدالة الموجود في قواتها، و أيضا، هم لا يعلنون عن الحروب لأنهم على معرفة على انتصارهم فيها، السبب وراء ذهاب الرجال للحرب بسيط، الحرب موجودة بسبب وجود رجال على أستعداد لشنها. نحن بحاجة لسبب واحد. لذلك السبب، خطتنا تسير كما هي. ليس هناك خيار للتراجع. دعني أقولها مرة أخرى. الحرب قادمة… الاسم باليابانية :アルドノア・ゼロ2ndシーズン الاسم بالإنجليزية :Aldnoah.Zero الاسم بالعربية :ألدنواه صفر الموسم الثاني,12.0,2015.0,TV,"أكشن, ميكا, خيال علمي, فضائي",https://animeslayer.space/wp-content/uploads/2021/01/7-10.jpg
Alice in Deadly School | اليس في المدرسة القاتلة,القصة تتحدث عن الحياة اليومية الهادئة للتلميذات التي تنهار فجأة عندما يصبح زملاء الدراسة السابقين من الزومبي. تتبع القصة الإجراءات التي اتخذتها الفتيات اللائي تركن وراءهن على سطح المدرسة.,1.0,2021.0,OVA,"كوميدي, مدرسي, شونين",https://animeslayer.space/wp-content/uploads/2021/04/Alice-in-Deadly-School-724x1024-1.jpg
Alice to Zouroku,مجموعة من الفتيات الصغيرات اللواتي يمتلكن قوى غامضة تجعل باستطاعتهن تجسيد أفكارهن على أرض الواقع. لكن يتم حجز هؤلاء الفتيات ووضعهن تحت الاختبار في مكانٍ سري حتى تتمكن إحداهن من الهرب. تدعى تلك الفتاة سانا ولديها قوى تتخطى جميع قوانين الطبيعة. وينتهي بها المطاف بمقابلة رجل كبير عنيد ومن هنا تتغير حياته المنظمة. الأسماء البديلة :Alice & Zouroku الاسم باليابانية :アリスと蔵六 الاسم بالإنجليزية :Alice & Zoroku الاسم بالعربية :أليس و زورو,12.0,2017.0,TV,"سينين, غموض, مغامرات",https://animeslayer.space/wp-content/uploads/2021/01/46-11.jpg
Alien Xmas (2020),يخطئ قزم صغير في خطأ كائن فضائي صغير في هدية عيد الميلاد ، ولا يعرف أن لعبتها الجديدة لديها خطط لتدمير جاذبية الأرض - وسرقة كل الهدايا. الإسم بالعربي الغريبة عيد الميلاد,1.0,2020.0,Movie,فنتازيا,https://animeslayer.space/wp-content/uploads/2020/11/MV5BM2U5ZTM0ODgtN2UzZC00Mzk3LTk5ZWItZjBjNTVhMmVmMjkyXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_UY268_CR40182268_AL_.jpg
All Out,تدور القصة حول شاب قصير القامة يُدعى كِنجي غيون الذي يقابل سومياكي في أول يوم له في عامه الدراسي وهو شاب ذو قامة طويلة ولاعب في نادي الرغبي وتنشأ بينهما صداقة لينضم كِنجي بعدها إلى النادي الاسم باليابانية :オールアウト!! الاسم بالإنجليزية :All Out!! الاسم بالعربية :الجميع إلى الخارج,25.0,2016.0,TV,"مدرسي, سينين, رياضي",https://animeslayer.space/wp-content/uploads/2021/01/23-9.jpg
ALLISON TO LILLIA,"تدور احداث القصة في قارة حيث بها بلدين يفصل بين البلدين نهر لوتوني و جبال المركزية .البلدين هما روكشي و المملكة المتحدة بيزل كانتا في حالة حرب منذ اكثر من قرن .اليسون و هي طيارة في قوة روكشي .عادت في يوما ما الى صديقها القديم ويل و لكن فجأة يجدون انفسهم في ورطة حيث انهم فيارض العدو لآيجاد كنز ينهي الحرب ما بين البلدين و يجلب السلام . الأسماء البديلة :Alison and Lilia, Arison to Riria, Allison and Lillia الاسم باليابانية :アリソンとリリア الاسم بالإنجليزية :Allison & Lillia",26.0,2008.0,TV,"أكشن, مغامرات, شونين",https://animeslayer.space/wp-content/uploads/2021/01/28-2.jpg
ALPS MONOGATARI: WATASHI NO ANNETTE,"أنيت هي فتاة ولدت في عائلة فقيرة في سويسرا وهي فتاة جميلة تعيش مع أخيها الصغير داني الذي تعتني به بعد وفاة والدتها وهي تعتبر كأخت و أم له ولها صديق اسمه لوسيان هو أفضل صديق لها ، وفي أحد الأيام يخرج لوسيان مع داني الصغير للتنزة في الجبال ولكن داني الصغير يسقط في الوادي وتكسر ساقيه ، وييأس الأطباء من علاجه مما جعل أنيت تغضب من لوسيان و ترفض الحديث أو اللعب معه ، فما الذي سيحدث ؟ الأسماء البديلة :Sekai Meisaku Gekijou, Alps Stories: My Annette الاسم باليابانية :アルプス物語　わたしのアンネット",48.0,1983.0,TV,"دراما, تاريخي, شريحة من الحياة",https://animeslayer.space/wp-content/uploads/2020/09/3208.jpg
Altered Carbon Resleeved,قصة فيلم Altered Carbon Resleeved تدور على كوكب لاتيمير، يتعيّن على تاكيشي كوفاتش حماية رسّامة وشم أثناء تحرّياته عن وفاة زعيم منظمة إجرامية بالتعاون مع جهاز سيتاك الصارم.,1.0,2020.0,Movie,"أكشن, خيال علمي, دراما",https://animeslayer.space/wp-content/uploads/2020/09/Altered-Carbon-Resleeved.png
Amaama to Inazuma,تدور القصة حول أستاذ يدعى كوهِي إينوزوكا الذي يعتني بأبنته الصغيرة منذ وفاة زوجته. لا يجيد الطبخ لذلك يقضيان معظم أوقاتهم في تناول الطعام الجاهز. في يوم يلتقي في المطعم بطالبة لديه في الصف تدعى كوتوري وهي تجيد الطبخ. يوميات لطيفة تجمعهم معاً.,12.0,2016.0,TV,"كوميدي, شريحة من الحياة, سينين",https://animeslayer.space/wp-content/uploads/2020/09/80546.jpg
AMAENAIDE YO!! | آه يا بوذا!!,"إكو سانوتاناكا,فتى في الخامسة عشر من العمر أرسله والده إلى معبد ساينجي الذي تترأسه جدته كي يصبح راهب محترم,فيفاجئ بست راهبات. الأسماء البديلة :Amaenaideyo!! الاسم باليابانية :あまえないでよっ!! الاسم بالإنجليزية :Ah My Buddha",12.0,2005.0,TV,"كوميدي, إيتشي, حريم, رومانسي, خارق للعادة",https://animeslayer.space/wp-content/uploads/2021/01/amaenaide-yo-poster-12201.jpg
AMAENAIDE YO!! KATSU!! | آه يا بوذا!!,"تكمله للموسم الأول ... إكو سانوتاناكا,فتى في الخامسة عشر من العمر أرسله والده إلى معبد ساينجي الذي تترأسه جدته كي يصبح راهب محترم,فيفاجئ بست راهبات. الأسماء البديلة :Amaenaideyo!! 2, Amaenaideyo!! Katsu الاسم باليابانية :あまえないでよっ!! 喝!! الاسم بالإنجليزية :Ah My Buddha Katsu",12.0,2006.0,TV,"كوميدي, إيتشي, حريم, رومانسي, خارق للعادة",https://animeslayer.space/wp-content/uploads/2021/01/amaenaide-yo-katsu-poster-12211.jpg
Amagami SS,"قبل سنتين , تاشيبانا جوينيشي تعرض قلبه للتحطم عاطفياً بعد تخلف الفتاة التي واعدها عشية عيد الميلاد , و جونيتشي الآن طالب في السنة الثانية في المدرسة الثانوية , يقضي أيامه داخل القبة الفلكية التي في خزانته ، والذهاب إلى المدرسة والتسكع مع أصدقائه وفي يوم من الأيام يقع في حب , موريهيما .. الاسم باليابانية :アマガミSS الاسم بالإنجليزية :Amagami SS",25.0,2010.0,TV,"كوميدي, رومانسي, شريحة من الحياة, مدرسي",https://animeslayer.space/wp-content/uploads/2021/01/13-14.jpg
Amagami SS+ Plus,"استكمالاً لما جرى في الجزء الأول، يُظهر الأنمي ماجرى مع كل فتاةٍ في الآرك الخاص بها .. الأسماء البديلة :Amagami SS Dai Ni Ki, Amagami SS Second Season, Amagami SS 2nd Season الاسم باليابانية :アマガミSS+ plus الاسم بالإنجليزية :Amagami SS+ plus",13.0,2012.0,TV,"شريحة من الحياة, مدرسي, رومانسي, كوميدي",https://animeslayer.space/wp-content/uploads/2021/01/11-15.jpg
Amagi Brilliant Park,"تدور حول “ساييا كاني” وهو طالب وسيم في الثانوية و يصف نفسه على أنه عبقري و ويملك مقومات فكرية وجسدية. في يوم تأخذه فتاة غامضة تحمل بندقية قديمة إلى منتزه قديم و مهجور. وتخبره أنه إذا لم يجذب هذا المنتزه 100,000 شخص في خلال أسبوعين سيُغلق على الفور.. و من هنا، يبدأ العمل على المنتزه، منتزه آماغي الرائع. الأسماء البديلة :Amaburi الاسم باليابانية :甘城ブリリアントパーク الاسم بالإنجليزية :Amagi Brilliant Park",13.0,2014.0,TV,"كوميدي, سحر",https://animeslayer.space/wp-content/uploads/2021/01/21-15.jpg
AMANCHU,تدور احداث هذا الانمي في ناد للغوص حيث سنتعرف على كوهي اينوزوكا معلم مادة الرياضيات الذي يحاول المستحيل لتربيه ابنته تسوموجي لوحده بعد وفاة زوجته وهو سئ بالطبخ وليس مستعد للتعامل مع الوضع فهم ياكلون طعام معلب وفي يوم من الايام ذهبو الى مطعم والتقى المعلم بوالدة احد طالباته تدعى كوتوري وتبذل قصار جهدها من اجل اطعامهم وتبين انها وحيده وبعدها بدأو الثلاثه في التلاقي وطعي الطعام مع بعضهم البعض الاسم باليابانية :あまんちゅ！ الاسم بالعربية :أمانتشو,12.0,2016.0,TV,"كوميدي, مدرسي, شونين, شريحة من الحياة",https://animeslayer.space/wp-content/uploads/2021/01/46-5.jpg
Amatsuki,توكـيدوكـي ريكوجـو ، طـآلب بالمرحلـة الثآنويـة يفشـل في مآدة التآريـخ لسنته الأولـى فيضطـر للدهـآب إلى متحـف الوآقـع الافتراضـي الدي سيمكنـه من زيآرة فتـرة الإيدو و دلك عن طريـق وضع نظآرأت واقيـة دات تقنيـة خآصـة ، أثنــآء تفقده المكآن و تجربته للنظآرآت يلتقـي توكـي بشآب يدعـى شينونومي يبدو عليه مثقـف و يعـرف المكآن و الفتـرة جيـدآ ، فشـرح له بعض الأمور ثم اختفـى .. دهـب توكي باحثـآ عنه قاصـدا المدخـل إلى قآعدة ” إيدو ” حيـث سيصآدف كآئنيـن غريـبين معروفآن بـ ” نيو ” و ” يآكو ” ، يطرحآن أسئلة غآمضـة ظن بهآ توكـي أنهآ نوع من حدث التآريـخ فحـآول المرور دون الاكثـرآت لهمآ ، فإدا بالوحـش ينقض عليـه فيؤديـه في عينـه اليسرى إضآفـة إلى كسره للنظآرات الواقيـة ، لكن لحسـن حظه أتـت فتآة تدعـى كوتشيـهآ سحقــت الإثنيـن و أنقدتـه .. فمــآ مصيـر الفتى توكـي و هو بدون نظآرآت ؟ لنتــآبع .. الاسم باليابانية :あまつき الاسم بالإنجليزية :Amatsuki,13.0,2008.0,TV,"أكشن, خيال علمي, شوجو, تاريخي",https://animeslayer.space/wp-content/uploads/2021/01/16-14.jpg
Ame wo Tsugeru Hyouryuu Danchi,قصة فيلم Ame wo Tsugeru Hyouryuu Danchi كان “كوسوكي” و“ناتسومي” صديقين منذ الطفولة، ولكن مع مرور الوقت، في الصف السادس تبدأ العلاقة بينهما بالتوتر مع استمرارهما في تجنب بعضهما البعض. في أحد الأيام خلال العطلة الصيفية، يزوران مجمعًا سكنيًا من المقرر هدمه. يحتفظ المكان بالكثير من الذكريات عن طفولتهم، لكن، أثناء اللعب، وقعوا فجأة في ظاهرة غريبة. عندما يستعيدون وعيهم، يرون محيطًا كاملاً أمامهم حيث انجرف المجمع السكني إلى بحر غامض مع “كوسوكي” و“ناتسومي” وآخرين فيه. هل سيتمكنون من العودة إلى عالمهم السابق؟ لتبدأ رحلة الوداع في الصيف…,1.0,2022.0,Movie,فنتازيا,https://animeslayer.space/wp-content/uploads/2022/09/Ashampoo_Snap_2022.09.16_18h06m20s_005_.webp
AME-IRO COCOA,أوي” طالب جامعي ووفقاً لبعض الظروف يعمل عملاً جزئياً في مقهى يُدار بواسطة “شيون “ويحضر للمقهى الوسيمين “كي” و”ريوتا” تصبح حياة “أوي”مليئة بالمرح والفوضى بالوقت نفسه الأسماء البديلة :Ameiro Cocoa الاسم باليابانية :雨色ココア الاسم بالإنجليزية :Rainy Cocoa,12.0,2015.0,TV,"كوميدي, شريحة من الحياة",https://animeslayer.space/wp-content/uploads/2021/01/36-1.jpg
Ame-iro Cocoa: Side G,قصة أنمي Ame-iro Cocoa: Side G تأتي استكمالًا لقصص المواسم السابقة.,12.0,2019.0,TV,"شريحة من الحياة, كوميدي",https://animeslayer.space/wp-content/uploads/2020/09/Ashampoo_Snap_2019.03.12_12h24m55s_002_.png
AMNESIA,"تستيقظ البطلة ذات يوم فاقدة الذاكرة تماماً ولا تذكر أي شئ من ماضيها. تظهر أمامها فجأة روح تسمى أوريون, وتكافح البطلة ساعيهً لإستعادة ذاكرتها بمساعده هذة الروح. وتتلقى إتصالاً من شخص ما ويبدو ظاهراً أنه عشيقها رغم انها لا تذكر وجهه او إسمه .. يا ترى كيف ستستعيد ذاكرتها وما الصعوبات التي ستواجهها في سعيها لذلك؟ الاسم باليابانية :AMNESIA الاسم بالإنجليزية :Amnesia",12.0,2013.0,TV,"خيال علمي, جوسي, غموض, رومانسي",https://animeslayer.space/wp-content/uploads/2021/01/131.jpg
And2! And2!,"أولا أريد القول أنني أحب هذا مسلسل تلفزيونى بكل صدق. قبل مشاهدة هذا مسلسل تلفزيونى كانت توقعاتي منخفضة و لكن بعد مشاهدته تغيرت كثيرا. عادة لا يمكن التمييز بين المفضل و الرائع و المميز و لكن هذا مسلسل تلفزيونى لديه جميع العناصر من سيناريو و أخراج و تمثيل. And2 And2 بدون شك لديه أفضل حوار لقد شاهدت هذا مسلسل تلفزيونى بالصدفة و لكن حقا أبهرني . كمية التفاصيل الصغيرة في هذا مسلسل تلفزيونى و مشاهدتها بعد سنوات عديدة تعطي مسلسل تلفزيونى بعدا أخر. الجو الذي عشته في هذا مسلسل تلفزيونى كان رائع. قررت أضافة هذا مسلسل تلفزيونى بالكامل على النت, يمكن للجميع مشاهدة هذا مسلسل تلفزيونى اونلاين على موقع this site. الجميع معو لمشاهدة الأفلام أونلاين ببث مباشر و بدون أعلانات او تقطيع.",1.0,2019.0,ONA,"موسيقي, شريحة من الحياة",https://animeslayer.space/wp-content/uploads/2020/09/Ashampoo_Snap_2019.09.16_00h48m17s_002_.png
ANGE VIERGE,تتحدث عن لعبة ورق بدأت بسبب بوابة هايروا التي فتحت فجأة و أدت الى دمج ثلاثة عوالم مختلفة معا. كنتيجة لذلك العديد من القوى البارزة ظهرت لدى الفتيات المراهقات ، أسست مدرسة لهؤلاء المسميات بالفتيات ” المتقدمات او الراقيات ” في جزيرة سيران في المحيط الهادئ الاسم باليابانية :アンジュ・ヴィエルジュ الاسم بالعربية :أنج العذر,12.0,2016.0,TV,"مغامرات, سحر, مدرسي, خيال علمي",https://animeslayer.space/wp-content/uploads/2021/01/41-5.jpg
Angel Beats,تتكلم عنً حياة ما بعد الموًٍت حيث يعيشٍون في عالم لاً يمكنٍ ان تًموٍت فيهً و لٍكنً ستٍختفًي اٍذا اطًعتٍ الٍملًاكٍ و تْخلٍصتْ مٍن ًندمٍك ًفي ًالٍحيًاة فٍي ًهذٍا الًعاٍلمً يٍوجًد مٍلاًكٍ و رئيًس ٍكمًا يٍوجًد اٍناًسً عًٍاديوًٍن هٍم مثلً الاٍلاٍت الًمبٍرمجًه لٍكنً يٍتصًرفٍونً كاٍلبشًر هٍؤلاًء ٍلا ًيخٍتفًونٍ تكًونٍ الًمعٍركًه بيًن المٍلاكً ضٍد بًطلٍ القصًهٍ و اًصدٍقاًئهٍ ثًم ٍتصًيرٍ المًلاكٍ و الًجمٍيعً ضٍدً رئًيٍسً مٍجلًسً الطٍلبًه اذٍا مًن الٍمخًطٍئ و مٍنً المٍصيبً ..؟ الاسم باليابانية :Angel Beats!（エンジェルビーツ） الاسم بالإنجليزية :Angel Beats! الاسم بالعربية :الملاك يفوز,13.0,2010.0,TV,"أكشن, كوميدي, دراما, مدرسي, خارق للعادة",https://animeslayer.space/wp-content/uploads/2021/01/50-8.jpg
ANGEL DENSETSU,كيتانو سيتشيرو شاب كالملاك ذو قلب نقي و صادق ومرهف ولكن وجهه وجه شيطان مما يسبب له الكثير من المتاعب مما جعل الناس تظن أنه يتعاطي المخدرات كيف سيتعايش بطلنا مع هذه الأحداث؟! تابعوا لتعرفوا الأسماء البديلة :Legend of Angel الاسم باليابانية :エンジェル伝説,2.0,1970.0,TV,"أكشن, كوميدي, حربي, رومانسي, مدرسي, شونين",https://animeslayer.space/wp-content/uploads/2020/09/64671-1.jpg
Ani ni Tsukeru Kusuri wa Nai! 3,"قصة أنمي Ani ni Tsukeru Kusuri wa Nai! Season 3 تأتي استكمالًا لاحداث المواسم السابقة. الأسماء البديلة :Please Take My Brother Away 3, Ani ni Tsukeru Kusuri wa Nai! 3rd Season الاسم باليابانية :兄に付ける薬はない！3",12.0,2019.0,TV,"شريحة من الحياة, كوميدي, مدرسي",https://animeslayer.space/wp-content/uploads/2020/09/Anime4up_2019.10.10_03h18m36s_005_.png
Ani ni Tsukeru Kusuri wa Nai! 4,قصة انمي Ani ni Tsukeru Kusuri wa Nai! 4 تتمة لاحداث الموسم السابق.,12.0,2020.0,OVA,"شريحة من الحياة, كوميدي, مدرسي",https://animeslayer.space/wp-content/uploads/2020/10/FG5245DFS4G654H6K5JSD9FD4FGH.png
Ani ni Tsukeru Kusuri wa Nai! 5,قصة انمي Ani ni Tsukeru Kusuri wa Nai! 5 الموسم الخامس تتمة لاحداث الموسم السابق.,12.0,2022.0,ONA,"كوميدي, مدرسي",https://animeslayer.space/wp-content/uploads/2022/08/Ashampoo_Snap_2022.08.29_22h30m28s_005_.webp
ANIME HIMITSU NO HANAZONO,"القصة تحكي عن طفلة تدعى ماري لينوكس التي ولدت في الهند من أبوين إنجليزيين، وبعد موت والديها بمرض خطير، تنتقل إلى قصر زوج عمتها السيد أرشيبولد كرافن في انجلترا. ومن هنا تبدأ القصة.. الأسماء البديلة :الحديقة السرية The Animated Secret Garden, Secret Flower Garden, The Secret Garden, Himitsu no Hanazono الاسم باليابانية :アニメ ひみつの花園 الاسم بالإنجليزية :The Secret Garden",39.0,1991.0,TV,"دراما, تاريخي, أطفال, شوجو",https://animeslayer.space/wp-content/uploads/2020/09/69919.jpg
Anitore! EX,رك جسدك وروحك! حلقات تتحدث عن حركات رياضيه ويوغا وغيرها من حركات رياضيه لتقليص الدهون حيث يحاول خمس فتيات ان يصبحن مدربات رياضيه الأسماء البديلة :Ani Tore! EX الاسم باليابانية :あにトレ！ＥＸ الاسم بالإنجليزية :Anime de Training! Ex الاسم بالعربية :أنمي التمارين,12.0,2015.0,TV,"كوميدي, رياضي",https://animeslayer.space/wp-content/uploads/2021/01/22-9.jpg
Anitore! XX,محور القصة هو الحمية والتمارين الرياضية. تدور الاحداث من خلال خمس فتيات اللواتي سيتمرنَّ على تمارين ورياضات محددة سنشاهدها من خلال الحلقات. الأسماء البديلة :Ani Tore! XX الاسم باليابانية :あにトレ！ＸＸ الاسم بالإنجليزية :Anime de Training! Xx الاسم بالعربية :انمي التمارين الموسم الثانى,12.0,2016.0,TV,"كوميدي, رياضي",https://animeslayer.space/wp-content/uploads/2021/01/21-9.jpg
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai,"فريق الإنقاذ الخارق هو مجموعة من الأصدقاء الصغار مكون من ثلاثة أولاد و ثلاثة بنات و يترأسهم جينتان لكن هذه المجموعة و هذه الصداقة تحطم تماما بعد موت واحدة منهم و هي مينكو أو مينما كما يحلو لهم أن ينادوها موت الفتاة أدى لمشاكل كثيرة أخرى غير تفرقة المجموعة حيث أنه و بعد مرور عدّة سنوات يظهر ان الجميع ما يزال متاثر بما حدث في الماضي و نخص بالذكر بطل القصة جينتا يادومي المنادي بجينتان الذي سيبدأ برؤية مينما أو بالأحرى روح مينما التي تخبره أنها عادت للظهور لكي تحقق أمنيتها و أنها بحاجة لمساعدته لكي تفعل ذلك و فعلا يبدأ يادومي بمحاولة مساعدة مينما رغم أنه يعتقد في البداية أنه مجرد شيء من نسج خياله حتى يتيقن لاحقا من أنها حقيقة و سيحاول تحقيق امنية مينما و سيبدأ يختلط بأصدقائه القدامى من جديد الأسماء البديلة :AnoHana, We Still Don't Know the Name of the Flower We Saw That Day. الاسم باليابانية :あの日見た花の名前を僕達はまだ知らない。 الاسم بالإنجليزية :anohana: The Flower We Saw That Day الاسم بالعربية :أنوهانا: الوردة التي رأيناها ذلك اليوم",11.0,2011.0,TV,"خارق للعادة, شريحة من الحياة, دراما",https://animeslayer.space/wp-content/uploads/2021/01/11-10.jpg
Ano Hi no Kokoro wo Toraete,تقع القصة في مدينة تحافظ على الطبيعة ومعالمها الطبيعية باستخدام التكنولوجيا. تتمحور حول بطل الرواية الذي ابتعد عن صديق طفولته ، ويستخدم FlatFormer لإعادة الاتصال عبر الزمان والمكان.,1.0,2019.0,ONA,"خيال علمي, دراما",https://animeslayer.space/wp-content/uploads/2020/09/Ano-Hi-no-Kokoro-wo-Toraete.png
Another,الوفاء بين الأصدقاء يصنع المعجزات وهذا ماحدث مع ميساكي التي كانت محبوبة عند الجميع فتموت فجأة ولتكريم روحها يقرر أصدقاؤها التصرف على أساس أنها لم تمت بعد وبعد مرور مدة وبالضبط في العام 1998قدم طالب جديد إلى المدرسة إسمه كويتشي فيلحظ وجود فتاة جميلة تجلس منفردة وتغلق عينها اليسرى بضمادة . فمن تكون هاته الفتاة ؟ تابعو واكتشفو بأنفسكم .,12.0,212.0,TV,"رعب, غموض, مدرسي, خارق للعادة, اثارة",https://animeslayer.space/wp-content/uploads/2020/09/Another.jpg
Another World,قصة انمي Another World حول رجل يسافر في الزمن من سنة 2023 في 27 سبتمبر لكي يعيد سنوات دراسته وليصحح قراراته السيئة.,3.0,2019.0,ONA,خيال علمي,https://animeslayer.space/wp-content/uploads/2020/09/Anime4up_2019.11.24_14h59m57s_008_.png
Ansatsu Kizoku | أفضل قاتل في العالم يتجسد في عالم أخر كنبيل | سيكاي سايكو نو انساتسوشا ايسيكاي كيزوكو ني تينسي سورو,“سأعيش لنفسي!” أعظم قاتل على وجه الأرض يعرف فقط كيف يعيش كأداة من أجل موضفيه، إلى أن توقفوا عن السماح له بالعيش. ولد من جديد بفضل نعمة الإلهة في عالم السيوف والشعوذة، وقد عُرض عليه فرصة للقيام بالأشياء بشكل مختلف هذه المرة، ولكن هناك مشكلة... عليه القضاء على بطل خارق القوة الذي سيؤدي لنهاية العالم ما لم يتم إيقافه. المعروف الآن باسم “تاثا دي لوغ”، سيد القتل بالتأكيد منشغل، خاصة بسبب كل الفتيات الجميلات اللاتي يحيطن به كل الوقت! ربما كان “لوغ” قاتلًا لا يضاهى، لكن كيف سيتعامل مع السحرة الأقوياء؟,,2021.0,TV,"أكشن, خيال علمي",https://animeslayer.space/wp-content/uploads/2021/07/113326.jpg
